X,Y,OBJECTID,NCESSCH,NMCNTY,SURVYEAR,STABR,LEAID,ST_LEAID,LEA_NAME,SCH_NAME,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,GSLO,GSHI,VIRTUAL,TOTFRL,FRELCH,REDLCH,PK,KG,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,G13,TOTAL,MEMBER,AM,HI,BL,WH,HP,TR,FTE,LATCOD,LONCOD,ULOCALE,STUTERATIO,STITLEI,AMALM,AMALF,ASALM,ASALF,HIALM,HIALF,BLALM,BLALF,WHALM,WHALF,HPALM,HPALF,TRALM,TRALF,TOTMENROL,TOTFENROL,STATUS,UG,AE,SCHOOL_TYPE_TEXT,SY_STATUS_TEXT,SCHOOL_LEVEL,AS,CHARTER_TEXT,MAGNET_TEXT
-84.16034399,31.11694614,19591,1.30408E+11,Mitchell County,2017-2018,GA,1304080,GA-784,Pelham City,Pelham Elementary School,534 Barrow Ave SW,,,Pelham,GA,31779,    ,(229)294-8170,PK,5,Not a virtual school,716,716,0,66,83,122,127,106,92,120,,,,,,,,,716,716,0,43,431,224,0,14,45.70000076,31.116952,-84.160348,41-Rural: Fringe,15.67,Yes,0,0,3,1,22,21,209,222,124,100,0,0,6,8,364,352,1,,,Regular school,Currently operational ,Elementary,4,No,No
-84.16446699,31.11302114,19592,1.30408E+11,Mitchell County,2017-2018,GA,1304080,GA-784,Pelham City,Pelham High School,720 Barrow Ave Sw,,,Pelham,GA,31779,    ,(229)294-8623,9,12,Not a virtual school,422,422,0,,,,,,,,,,,95,120,92,115,,422,422,0,19,205,184,0,8,33,31.113027,-84.164471,41-Rural: Fringe,12.79,Yes,0,0,3,3,7,12,109,96,91,93,0,0,2,6,212,210,1,,,Regular school,Currently operational ,High,6,No,No
-84.15758199,31.12470513,19593,1.30408E+11,Mitchell County,2017-2018,GA,1304080,GA-784,Pelham City,Pelham City Middle School,209 Mathewson Ave SW,,,Pelham,GA,31779,    ,(229)294-6063,6,8,Not a virtual school,327,327,0,,,,,,,,120,117,90,,,,,,327,327,0,17,185,115,0,6,25.10000038,31.124711,-84.157586,32-Town: Distant,13.03,Yes,0,0,4,0,10,7,98,87,55,60,0,0,4,2,171,156,1,,,Regular school,Currently operational ,Middle,4,No,No
-82.5797244,32.19361884,19594,1.30375E+11,Montgomery County,2017-2018,GA,1303750,GA-703,Montgomery County,Montgomery County Middle School,900 Martin Luther King Dr,,,Ailey,GA,30410,    ,(912)583-2351,6,8,Not a virtual school,207,207,0,,,,,,,,64,70,73,,,,,,207,207,0,31,60,107,0,7,14.69999981,32.193625,-82.579728,42-Rural: Distant,14.08,Yes,0,0,1,1,15,16,30,30,58,49,0,0,5,2,109,98,1,,,Regular school,Currently operational ,Middle,2,No,No
-82.5816214,32.18182185,19595,1.30375E+11,Montgomery County,2017-2018,GA,1303750,GA-703,Montgomery County,Montgomery Co. High,701 Dobbins St,,,Mount Vernon,GA,30445,    ,(912)583-2296,9,12,Not a virtual school,254,254,0,,,,,,,,,,,61,62,77,54,,254,254,0,28,88,135,0,2,17.10000038,32.181828,-82.581625,42-Rural: Distant,14.85,Yes,0,0,1,0,18,10,48,40,70,65,0,0,1,1,138,116,1,,,Regular school,Currently operational ,High,1,No,No
-83.45111808,33.59842456,19596,1.30378E+11,Morgan County,2017-2018,GA,1303780,GA-704,Morgan County,Morgan County High School,1231 College Dr,,,Madison,GA,30650,    ,(706)342-2336,9,12,Not a virtual school,314,283,31,,,,,,,,,,,250,244,215,245,,954,954,1,56,233,625,0,25,60.09999847,33.598431,-83.451122,32-Town: Distant,15.87,Not Applicable,0,1,8,6,32,24,128,105,313,312,0,0,11,14,492,462,1,,,Regular school,Currently operational ,High,14,No,No
-83.47145007,33.60480556,19597,1.30378E+11,Morgan County,2017-2018,GA,1303780,GA-704,Morgan County,Morgan County Middle School,920 Pearl St,,,Madison,GA,30650,    ,(706)342-0556,6,8,Not a virtual school,327,292,35,,,,,,,,233,270,217,,,,,,720,720,1,47,202,446,0,17,58.20000076,33.604812,-83.471454,32-Town: Distant,12.37,Not Applicable,1,0,2,5,30,17,103,99,236,210,0,0,10,7,382,338,1,,,Regular school,Currently operational ,Middle,7,No,No
-83.45527408,33.59594656,19598,1.30378E+11,Morgan County,2017-2018,GA,1303780,GA-704,Morgan County,Morgan County Primary School,993 East Ave,,,Madison,GA,30650,    ,(706)342-3475,PK,2,Not a virtual school,385,355,30,91,201,185,217,,,,,,,,,,,,694,694,0,48,160,451,0,32,56.09999847,33.595953,-83.455278,32-Town: Distant,12.37,Yes,0,0,2,1,31,17,83,77,236,215,0,0,12,20,364,330,1,,,Regular school,Currently operational ,Elementary,3,No,No
-83.44670108,33.59440456,19599,1.30378E+11,Morgan County,2017-2018,GA,1303780,GA-704,Morgan County,Morgan County Elementary School,1640 Old Buckhead Rd,,,Madison,GA,30650,    ,(706)342-5039,3,5,Not a virtual school,353,302,51,,,,,223,245,253,,,,,,,,,721,721,1,43,203,435,0,34,51,33.594411,-83.446705,32-Town: Distant,14.14,Yes,0,1,2,3,20,23,101,102,225,210,0,0,19,15,367,354,1,,,Regular school,Currently operational ,Elementary,5,No,No
-83.49086713,32.27962085,19600,1.30422E+11,Pulaski County,2017-2018,GA,1304220,GA-716,Pulaski County,Pulaski County Middle School,8 Red Devil Dr,,,Hawkinsville,GA,31036,    ,(478)783-7215,6,8,Not a virtual school,225,225,0,,,,,,,,106,86,82,,,,,,274,274,1,19,102,140,0,7,19.29999924,32.279627,-83.490871,32-Town: Distant,14.2,Yes,0,1,2,3,6,13,54,48,83,57,0,0,2,5,147,127,1,,,Regular school,Currently operational ,Middle,5,No,No
-83.48416713,32.28203785,19601,1.30422E+11,Pulaski County,2017-2018,GA,1304220,GA-716,Pulaski County,Pulaski County Elementary School,280 Broad St,,,Hawkinsville,GA,31036,    ,(478)783-7275,PK,5,Not a virtual school,693,693,0,81,108,92,96,117,97,102,,,,,,,,,693,693,3,58,297,302,0,26,40,32.282044,-83.484171,32-Town: Distant,17.33,Yes,2,1,3,4,31,27,157,140,158,144,0,0,10,16,361,332,1,,,Regular school,Currently operational ,Elementary,7,No,No
-83.49099413,32.28064285,19602,1.30422E+11,Pulaski County,2017-2018,GA,1304220,GA-716,Pulaski County,Hawkinsville High School,24 Red Devil Dr,,,Hawkinsville,GA,31036,    ,(478)783-7210,9,12,Not a virtual school,299,299,0,,,,,,,,,,,94,105,85,80,,364,364,0,17,149,185,2,9,25.70000076,32.280649,-83.490998,32-Town: Distant,14.16,Not Applicable,0,0,1,1,6,11,68,81,102,83,1,1,3,6,181,183,1,,,Regular school,Currently operational ,High,2,No,No
-85.08233569,31.885088,19603,1.30429E+11,Quitman County,2017-2018,GA,1304290,GA-718,Quitman County,Quitman County Elementary,173 Kaigler Rd,,,Georgetown,GA,39854,    ,(229)334-4298,PK,8,Not a virtual school,220,220,0,21,20,20,18,27,24,16,29,23,22,,,,,,220,220,1,0,150,58,0,11,20,31.885094,-85.08234,32-Town: Distant,11,Yes,1,0,0,0,0,0,82,68,33,25,0,0,4,7,120,100,1,,,Regular school,Currently operational ,Elementary,0,No,No
-83.40691902,34.8264453,19604,1.30432E+11,Rabun County,2017-2018,GA,1304320,GA-719,Rabun County,Rabun County Elementary School,1115 E Boggs Mountain Rd,,,Tiger,GA,30576,    ,(706)782-3116,3,6,Not a virtual school,479,395,84,,,,,169,187,182,141,,,,,,,,679,679,5,132,6,517,0,18,49.29999924,34.826452,-83.406923,41-Rural: Fringe,13.77,Yes,4,1,1,0,69,63,4,2,255,262,0,0,8,10,341,338,1,,,Regular school,Currently operational ,Elementary,1,No,No
-83.42128502,34.8270173,19605,1.30432E+11,Rabun County,2017-2018,GA,1304320,GA-719,Rabun County,Rabun County High School,230 Wildcat Hill Dr,,,Tiger,GA,30576,    ,(706)782-4526,9,12,Not a virtual school,358,262,96,,,,,,,,,,,153,171,162,139,,625,625,2,101,5,509,0,6,53,34.827024,-83.421289,41-Rural: Fringe,11.79,Not Applicable,0,2,0,2,59,42,2,3,260,249,0,0,3,3,324,301,1,,,Regular school,Currently operational ,High,2,No,No
-83.42190602,34.8282013,19606,1.30432E+11,Rabun County,2017-2018,GA,1304320,GA-719,Rabun County,Rabun County Middle School,95 Wildcat Pride Way,,,Tiger,GA,30576,    ,(706)782-5470,7,8,Not a virtual school,213,166,47,,,,,,,,,161,189,,,,,,350,350,0,57,1,286,0,4,27.79999924,34.828208,-83.42191,41-Rural: Fringe,12.59,Not Applicable,0,0,2,0,31,26,0,1,133,153,0,0,0,4,166,184,1,,,Regular school,Currently operational ,Middle,2,No,No
-84.79651178,31.77617701,19607,1.30435E+11,Randolph County,2017-2018,GA,1304350,GA-720,Randolph County,Randolph County Elementary School,214 N Highland Ave,,,Cuthbert,GA,39840,    ,(229)732-3794,PK,5,Not a virtual school,472,472,0,116,66,54,57,60,53,66,,,,,,,,,472,472,0,0,445,12,0,15,26,31.776183,-84.796516,32-Town: Distant,18.15,Yes,0,0,0,0,0,0,233,212,6,6,0,0,7,8,246,226,1,,,Regular school,Currently operational ,Elementary,0,No,No
-84.86013276,31.71073103,19608,1.30435E+11,Randolph County,2017-2018,GA,1304350,GA-720,Randolph County,Randolph Clay Middle School,3451 Ga Highway 266,,,Cuthbert,GA,39840,    ,(229)732-2790,6,8,Not a virtual school,172,172,0,,,,,,,,66,51,56,,,,,,173,173,0,2,165,3,0,3,9.100000381,31.710737,-84.860137,42-Rural: Distant,19.01,Yes,0,0,0,0,2,0,98,67,1,2,0,0,2,1,103,70,1,,,Regular school,Currently operational ,Middle,0,No,No
-84.85989176,31.71065803,19609,1.30435E+11,Randolph County,2017-2018,GA,1304350,GA-720,Randolph County,Randolph Clay High School,3451 Ga Highway 266,,,Cuthbert,GA,39840,    ,(229)732-2101,9,12,Not a virtual school,270,270,0,,,,,,,,,,,71,70,60,69,,270,270,0,3,262,4,0,1,17.89999962,31.710664,-84.859896,42-Rural: Distant,15.08,Yes,0,0,0,0,1,2,131,131,2,2,0,0,1,0,135,135,1,,,Regular school,Currently operational ,High,0,No,No
-81.63378365,32.73760869,19610,1.3045E+11,Screven County,2017-2018,GA,1304500,GA-724,Screven County,Screven County High School,110 Halcyondale Rd,,,Sylvania,GA,30467,    ,(912)451-2300,9,12,Not a virtual school,480,376,104,,,,,,,,,,,170,155,151,162,,638,638,0,13,298,313,0,11,42,32.737615,-81.633787,33-Town: Remote,15.19,Yes,0,0,1,2,6,7,155,143,153,160,0,0,6,5,321,317,1,,,Regular school,Currently operational ,High,3,No,No
-81.65573664,32.74118769,19611,1.3045E+11,Screven County,2017-2018,GA,1304500,GA-724,Screven County,Screven County Elementary School,1333 Frontage Rd E,,,Sylvania,GA,30467,    ,(912)451-2100,PK,5,Not a virtual school,967,783,184,106,187,182,184,175,192,174,,,,,,,,,1200,1200,1,38,569,536,1,44,84,32.741194,-81.65574,33-Town: Remote,14.29,Yes,1,0,6,5,26,12,275,294,298,238,1,0,25,19,632,568,1,,,Regular school,Currently operational ,Elementary,11,No,No
-81.62227665,32.75458169,19612,1.3045E+11,Screven County,2017-2018,GA,1304500,GA-724,Screven County,Screven County Middle School,126 Friendship Rd,,,Sylvania,GA,30467,    ,(912)451-2200,6,8,Not a virtual school,409,328,81,,,,,,,,192,170,146,,,,,,508,508,2,15,234,246,0,9,33.59999847,32.754588,-81.62228,41-Rural: Fringe,15.12,Yes,1,1,2,0,9,6,117,117,132,114,0,0,2,7,263,245,1,,,Regular school,Currently operational ,Middle,2,No,No
-84.88153179,31.01809818,19613,1.30453E+11,Seminole County,2017-2018,GA,1304530,GA-725,Seminole County,Seminole County Middle/High School,5582 Ga Highway 39,,,Donalsonville,GA,39845,    ,(229)524-5135,6,12,Not a virtual school,737,737,0,,,,,,,,113,119,121,127,110,98,95,,783,783,0,18,321,411,0,26,57.5,31.018104,-84.881536,41-Rural: Fringe,13.62,Yes,0,0,5,2,11,7,156,165,218,193,0,0,7,19,397,386,1,,,Regular school,Currently operational ,High,7,No,No
-84.88000979,31.03349818,19614,1.30453E+11,Seminole County,2017-2018,GA,1304530,GA-725,Seminole County,Seminole County Elementary School,800 Marianna Hwy,,,Donalsonville,GA,39845,    ,(229)524-5235,PK,5,Not a virtual school,677,677,0,69,101,114,101,108,103,123,,,,,,,,,719,719,0,17,296,367,0,31,46.90000153,31.033504,-84.880014,32-Town: Distant,15.33,Yes,0,0,4,4,11,6,150,146,182,185,0,0,17,14,364,355,1,,,Regular school,Currently operational ,Elementary,8,No,No
-84.75260078,32.05237195,19615,1.30459E+11,Stewart County,2017-2018,GA,1304590,GA-728,Stewart County,Stewart County Elementary School,15582 Ga Highway 27,,,Lumpkin,GA,31815,    ,(229)838-4374,PK,5,Not a virtual school,264,264,0,33,31,38,42,32,44,44,,,,,,,,,264,264,2,2,249,9,0,2,20.89999962,32.052378,-84.752605,42-Rural: Distant,12.63,Yes,1,1,0,0,1,1,128,121,8,1,0,0,1,1,139,125,1,,,Regular school,Currently operational ,Elementary,0,No,No
-84.75260078,32.05237195,19616,1.30459E+11,Stewart County,2017-2018,GA,1304590,GA-728,Stewart County,Stewart County Middle School,15582 Ga Highway 27,,,Lumpkin,GA,31815,    ,(229)838-4374,6,8,Not a virtual school,104,104,0,,,,,,,,34,30,40,,,,,,104,104,0,0,99,5,0,0,9.699999809,32.052378,-84.752605,42-Rural: Distant,10.72,Yes,0,0,0,0,0,0,54,45,4,1,0,0,0,0,58,46,1,,,Regular school,Currently operational ,Middle,0,No,No
-84.82808176,32.02982095,19617,1.30459E+11,Stewart County,2017-2018,GA,1304590,GA-728,Stewart County,Stewart County High School,7062 Green Grove Road,,,Lumpkin,GA,31815,    ,(229)838-4301,9,12,Not a virtual school,111,111,0,,,,,,,,,,,27,29,33,22,,111,111,0,0,107,3,0,1,9.600000381,32.029827,-84.828086,42-Rural: Distant,11.56,Yes,0,0,0,0,0,0,55,52,2,1,0,0,1,0,58,53,1,,,Regular school,Currently operational ,High,0,No,No
-84.54326081,32.6901018,19618,1.30465E+11,Talbot County,2017-2018,GA,1304650,GA-730,Talbot County,Central Elementary/High School,945 N Washington Ave,,,Talbotton,GA,31827,    ,(706)665-8577,PK,12,Not a virtual school,480,480,0,22,35,34,31,41,40,38,25,41,35,34,38,29,37,,480,480,0,0,435,43,2,0,43.29999924,32.690108,-84.543265,42-Rural: Distant,11.09,Yes,0,0,0,0,0,0,222,213,15,28,2,0,0,0,239,241,1,,,Regular school,Currently operational ,Other,0,No,No
-82.90997724,33.55922355,19619,1.30468E+11,Taliaferro County,2017-2018,GA,1304680,GA-731,Taliaferro County,Taliaferro County School,557 Broad St NW,,,Crawfordville,GA,30631,    ,(706)456-2575,PK,12,Not a virtual school,130,130,0,10,8,17,7,15,16,16,13,14,11,17,12,7,10,,173,173,0,15,131,22,0,2,24.89999962,33.55923,-82.909981,43-Rural: Remote,6.95,Yes,0,0,1,2,7,8,65,66,12,10,0,0,1,1,86,87,1,,,Regular school,Currently operational ,Other,3,No,No
-82.04779756,32.03766386,19620,1.30477E+11,Tattnall County,2017-2018,GA,1304770,GA-732,Tattnall County,Tattnall County High School,1 Battle Creek Warrior Blvd,,,Reidsville,GA,30453,    ,(912)557-4374,9,12,Not a virtual school,923,923,0,,,,,,,,,,,312,264,236,212,,1024,1024,2,195,259,537,2,26,55.70000076,32.03767,-82.047801,42-Rural: Distant,18.38,Not Applicable,1,1,2,1,94,101,132,127,278,259,0,2,18,8,525,499,1,,,Regular school,Currently operational ,High,3,No,No
-82.12249954,32.08453785,19621,1.30477E+11,Tattnall County,2017-2018,GA,1304770,GA-732,Tattnall County,Reidsville Middle School,148 W Brazell St,,,Reidsville,GA,30453,    ,(912)557-3993,6,8,Not a virtual school,333,333,0,,,,,,,,124,131,114,,,,,,369,369,0,86,93,173,0,15,26.79999924,32.084544,-82.122503,41-Rural: Fringe,13.77,Yes,0,0,1,1,40,46,47,46,85,88,0,0,10,5,183,186,1,,,Regular school,Currently operational ,Middle,2,No,No
-81.9202426,31.93260388,19622,1.30477E+11,Tattnall County,2017-2018,GA,1304770,GA-732,Tattnall County,Glennville Middle School,721 E Barnard St,,,Glennville,GA,30427,    ,(912)654-1467,6,8,Not a virtual school,319,319,0,,,,,,,,120,112,122,,,,,,354,354,0,51,90,197,0,13,26,31.93261,-81.920246,32-Town: Distant,13.62,Yes,0,0,3,0,25,26,44,46,102,95,0,0,8,5,182,172,1,,,Regular school,Currently operational ,Middle,3,No,No
-82.10816954,32.18714383,19623,1.30477E+11,Tattnall County,2017-2018,GA,1304770,GA-732,Tattnall County,Collins Elementary School,720 N Main St,,,Collins,GA,30421,    ,(912)693-2455,PK,5,Not a virtual school,252,252,0,22,44,34,46,46,47,40,,,,,,,,,279,279,0,41,56,176,0,6,22.79999924,32.18715,-82.108173,42-Rural: Distant,12.24,Yes,0,0,0,0,22,19,29,27,88,88,0,0,3,3,142,137,1,,,Regular school,Currently operational ,Elementary,0,No,No
-82.10816954,32.18714383,19624,1.30477E+11,Tattnall County,2017-2018,GA,1304770,GA-732,Tattnall County,Collins Middle School,720 N Main St,,,Collins,GA,30421,    ,(912)693-2455,6,8,Not a virtual school,124,124,0,,,,,,,,47,46,44,,,,,,137,137,0,20,20,94,0,2,8.899999619,32.18715,-82.108173,42-Rural: Distant,15.39,Yes,0,0,1,0,12,8,11,9,48,46,0,0,2,0,74,63,1,,,Regular school,Currently operational ,Middle,1,No,No
-81.9341646,31.94366088,19625,1.30477E+11,Tattnall County,2017-2018,GA,1304770,GA-732,Tattnall County,Glennville Elementary School,525 Sylvester Ashford Dr,,,Glennville,GA,30427,    ,(912)654-3931,PK,5,Not a virtual school,806,806,0,91,135,124,128,138,147,131,,,,,,,,,894,894,0,148,241,452,0,41,55.70000076,31.943667,-81.934168,41-Rural: Fringe,16.05,Yes,0,0,7,5,67,81,124,117,253,199,0,0,18,23,469,425,1,,,Regular school,Currently operational ,Elementary,12,No,No
-82.11123354,32.08515485,19626,1.30477E+11,Tattnall County,2017-2018,GA,1304770,GA-732,Tattnall County,Reidsville Elementary School,147 Chandler Ave,,,Reidsville,GA,30453,    ,(912)557-6711,PK,5,Not a virtual school,735,735,0,101,117,117,126,124,113,117,,,,,,,,,815,815,0,209,187,385,1,31,54.70000076,32.085161,-82.111237,41-Rural: Fringe,14.9,Yes,0,0,0,2,111,98,94,93,205,180,1,0,11,20,422,393,1,,,Regular school,Currently operational ,Elementary,2,No,No
-84.21898591,32.55463382,19627,1.3048E+11,Taylor County,2017-2018,GA,1304800,GA-733,Taylor County,Taylor County Upper Elementary,218 E Main St,,,Butler,GA,31006,    ,(478)862-5690,3,6,Not a virtual school,418,418,0,70,,,,103,94,96,103,,,,,,,,466,466,0,11,203,242,0,5,29,32.55464,-84.21899,43-Rural: Remote,16.07,Yes,0,0,3,2,7,4,117,86,112,130,0,0,3,2,242,224,1,,,Regular school,Currently operational ,Elementary,5,No,No
-84.2324949,32.55411482,19628,1.3048E+11,Taylor County,2017-2018,GA,1304800,GA-733,Taylor County,Taylor County Middle School,22 Oak St,,,Butler,GA,31006,    ,(478)862-5285,7,8,Not a virtual school,133,122,11,,,,,,,,,94,98,,,,,,192,192,0,2,68,119,0,2,16,32.554121,-84.232499,43-Rural: Remote,12,Yes,0,0,0,1,1,1,32,36,69,50,0,0,1,1,103,89,1,,,Regular school,Currently operational ,Middle,1,No,No
-84.2324349,32.55403382,19629,1.3048E+11,Taylor County,2017-2018,GA,1304800,GA-733,Taylor County,Taylor County High School,24 Oak St,,,Butler,GA,31006,    ,(478)862-3314,9,12,Not a virtual school,266,244,22,,,,,,,,,,,111,114,96,90,,411,411,0,8,156,242,0,1,27.29999924,32.55404,-84.232439,43-Rural: Remote,15.05,Yes,0,0,4,0,6,2,86,70,128,114,0,0,0,1,224,187,1,,,Regular school,Currently operational ,High,4,No,No
-82.91132231,32.04756989,19630,1.30483E+11,Telfair County,2017-2018,GA,1304830,GA-734,Telfair County,Telfair County Middle School,3 W Highway 280,,,Mc Rae Helena,GA,31055,    ,(229)868-7465,6,8,Not a virtual school,376,376,0,,,,,,,,136,124,130,,,,,,390,390,1,26,146,206,0,10,28,32.047576,-82.911326,41-Rural: Fringe,13.93,Yes,1,0,1,0,12,14,79,67,106,100,0,0,6,4,205,185,1,,,Regular school,Currently operational ,Middle,1,No,No
-82.91091031,32.04682089,19631,1.30483E+11,Telfair County,2017-2018,GA,1304830,GA-734,Telfair County,Telfair County High School,458 S Third Ave,,,Mc Rae Helena,GA,31055,    ,(229)868-6096,9,12,Not a virtual school,470,470,0,,,,,,,,,,,132,132,105,118,,487,487,0,15,205,252,0,14,30.60000038,32.046827,-82.910914,41-Rural: Fringe,15.92,Yes,0,0,1,0,8,7,92,113,123,129,0,0,10,4,234,253,1,,,Regular school,Currently operational ,High,1,No,No
-82.34702747,32.04978387,19632,1.30504E+11,Toombs County,2017-2018,GA,1305040,GA-738,Toombs County,Toombs Central Elementary School,6287 US Highway 1 S,,,Lyons,GA,30436,    ,(912)565-7781,PK,5,Not a virtual school,489,489,0,74,76,67,66,79,67,60,,,,,,,,,489,489,0,116,22,337,0,12,36,32.04979,-82.347031,42-Rural: Distant,13.58,Yes,0,0,1,1,59,57,14,8,174,163,0,0,6,6,254,235,1,,,Regular school,Currently operational ,Elementary,2,No,No
-82.33686847,32.18858884,19633,1.30504E+11,Toombs County,2017-2018,GA,1305040,GA-738,Toombs County,Toombs County High School,500 Bulldog Rd,,,Lyons,GA,30436,    ,(912)526-4286,9,12,Not a virtual school,810,810,0,,,,,,,,,,,204,227,197,182,,810,810,6,203,145,430,1,23,51.70000076,32.188595,-82.336872,41-Rural: Fringe,15.67,Not Applicable,2,4,1,1,102,101,73,72,218,212,1,0,12,11,409,401,1,,,Regular school,Currently operational ,High,2,No,No
-82.40332045,32.20529683,19634,1.30534E+11,Toombs County,2017-2018,GA,1305340,GA-793,Vidalia City,Sally Dailey Meadows Elementary School,205 Waters Dr,,,Vidalia,GA,30474,    ,(912)537-4755,2,5,Not a virtual school,721,721,0,,,,192,198,191,198,,,,,,,,,779,779,3,61,419,262,0,29,52.59999847,32.205303,-82.403324,33-Town: Remote,14.81,Yes,2,1,3,2,31,30,216,203,132,130,0,0,13,16,397,382,1,,,Regular school,Currently operational ,Elementary,5,No,No
-82.39850845,32.22123883,19635,1.30534E+11,Toombs County,2017-2018,GA,1305340,GA-793,Vidalia City,J. D. Dickerson Primary School,800 North St E,,,Vidalia,GA,30474,    ,(912)537-3421,PK,1,Not a virtual school,467,467,0,144,180,181,,,,,,,,,,,,,505,505,0,35,264,174,0,31,31.29999924,32.221245,-82.398512,33-Town: Remote,16.13,Yes,0,0,1,0,19,16,133,131,75,99,0,0,15,16,243,262,1,,,Regular school,Currently operational ,Elementary,1,No,No
-82.42597444,32.22787283,19636,1.30534E+11,Toombs County,2017-2018,GA,1305340,GA-793,Vidalia City,Vidalia Comprehensive High School,1001 North St W,,,Vidalia,GA,30474,    ,(912)537-7931,9,12,Not a virtual school,378,336,42,,,,,,,,,,,184,172,176,171,,703,703,1,47,317,320,0,10,46.79999924,32.227879,-82.425978,33-Town: Remote,15.02,Not Applicable,1,0,3,5,19,28,162,155,158,162,0,0,4,6,347,356,1,,,Regular school,Currently operational ,High,8,No,No
-82.41064045,32.24342783,19637,1.30534E+11,Toombs County,2017-2018,GA,1305340,GA-793,Vidalia City,J. R. Trippe Middle School,2200 McIntosh St,,,Vidalia,GA,30474,    ,(912)537-3813,6,8,Not a virtual school,506,506,0,,,,,,,,188,175,184,,,,,,547,547,0,33,266,224,1,19,38.20000076,32.243434,-82.410644,33-Town: Remote,14.32,Yes,0,0,3,1,16,17,144,122,109,115,1,0,7,12,280,267,1,,,Regular school,Currently operational ,Middle,4,No,No
-82.64042637,32.4126148,19638,1.3051E+11,Treutlen County,2017-2018,GA,1305100,GA-740,Treutlen County,Treutlen Middle/High School,7892 Ga Highway 29,,,Soperton,GA,30457,    ,(912)529-7131,6,12,Not a virtual school,538,538,0,,,,,,,,95,74,90,68,69,73,69,,538,538,1,7,215,302,0,11,37,32.412621,-82.64043,41-Rural: Fringe,14.54,Yes,1,0,1,1,5,2,102,113,147,155,0,0,5,6,261,277,1,,,Regular school,Currently operational ,High,2,No,No
-82.64017537,32.4128008,19639,1.3051E+11,Treutlen County,2017-2018,GA,1305100,GA-740,Treutlen County,Treutlen Elementary School,7892 Ga Highway 29,,,Soperton,GA,30457,    ,(912)529-7161,PK,5,Not a virtual school,525,525,0,66,85,70,109,101,81,79,,,,,,,,,591,591,0,21,239,301,0,29,43.90000153,32.412807,-82.640179,41-Rural: Fringe,13.46,Yes,0,0,0,1,14,7,115,124,145,156,0,0,21,8,295,296,1,,,Regular school,Currently operational ,Elementary,1,No,No
